" Datos Básicos  - Tractores Industriales"
"Datos de: INDICADOR=TRACTORES INDUSTRIALES"
"FAMILIA INDICADOR",,"VEHÍCULOS",
"INDICADOR",,"TRACTORES INDUSTRIALES",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"47085 MEDINA DEL CAMPO",         116,
,"47086 MEDINA DE RIOSECO",          37,
,"47087 MEGECES",           1,
,"47090 MOJADOS",          79,
,"47092 MONTEALEGRE DE CAMPOS",           4,
,"47093 MONTEMAYOR DE PILILLA",           2,
,"47095 MORALEJA DE LAS PANADERAS",           1,
,"47097 MOTA DEL MARQUES",           3,
,"47098 MUCIENTES",           1,
,"47100 MURIEL",           1,
,"47101 NAVA DEL REY",           2,
,"47102 NUEVA VILLA DE LAS TORRES",           2,
,"47103 OLIVARES DE DUERO",          15,
,"47104 OLMEDO",          15,
,"47110 PARRILLA (LA)",           1,
,"47111 PEDRAJA DE PORTILLO (LA)",           9,
,"47112 PEDRAJAS DE SAN ESTEBAN",          20,
,"47113 PEDROSA DEL REY",           6,
,"47114 PEÑAFIEL",          36,
,"47115 PEÑAFLOR DE HORNIJA",           7,
,"47116 PESQUERA DE DUERO",           4,
,"47117 PIÑA DE ESGUEVA",          14,
,"47121 POLLOS",           2,
,"47122 PORTILLO",          29,
,"47123 POZAL DE GALLINAS",           7,
,"47124 POZALDEZ",           2,
,"47129 QUINTANILLA DE ONESIMO",          70,
,"47132 RAMIRO",           1,
,"47133 RENEDO DE ESGUEVA",           2,
,"47138 RUBI DE BRACAMONTE",           1,
,"47139 RUEDA",           6,
,"47140 SAELICES DE MAYORGA",           2,
,"47142 SAN CEBRIAN DE MAZOTE",           1,
,"47145 SAN MIGUEL DEL ARROYO",           2,
,"47146 SAN MIGUEL DEL PINO",           1,
,"47148 SAN PEDRO DE LATARCE",           7,
,"47150 SAN ROMAN DE HORNIJA",           5,
,"47154 SANTIBAÑEZ DE VALCORBA",           2,
,"47155 SANTOVENIA DE PISUERGA",          41,
,"47157 SARDON DE DUERO",           1,
,"47159 SERRADA",           1,
,"47161 SIMANCAS",           7,
,"47163 TIEDRA",           3,
,"47165 TORDESILLAS",          41,
,"47167 TORRECILLA DE LA ORDEN",           1,
,"47172 TORRESCARCELA",           3,
,"47175 TUDELA DE DUERO",          46,
,"47178 URUEÑA",           2,
,"47179 VALBUENA DE DUERO",           4,
,"47182 VALDESTILLAS",          13,
,"47183 VALDUNQUILLO",           9,
,"47184 VALORIA LA BUENA",           1,
,"47186 VALLADOLID",        1161,
,"47188 VEGA DE VALDETRONCO",           1,
,"47190 VELILLA",           1,
,"47191 VELLIZA",           3,
,"47192 VENTOSA DE LA CUESTA",           2,
,"47193 VIANA DE CEGA",           1,
,"47194 VILORIA",           4,
,"47196 VILLABARUZ DE CAMPOS",           1,
,"47197 VILLABRAGIMA",           3,
,"47198 VILLACARRALON",           1,
,"47200 VILLACO",           1,
,"47204 VILLAFRANCA DE DUERO",           1,
,"47205 VILLAFRECHOS",           1,
,"47206 VILLAFUERTE",           1,
,"47208 VILLAGOMEZ LA NUEVA",           2,
,"47210 VILLALAR DE LOS COMUNEROS",           5,
,"47212 VILLALBA DE LOS ALCORES",           4,
,"47213 VILLALBARBA",           2,
,"47214 VILLALON DE CAMPOS",           9,
,"47217 VILLANUBLA",           3,
,"47222 VILLANUEVA DE SAN MANCIO",           1,
,"47223 VILLARDEFRADES",           4,
,"47225 VILLASEXMIR",           3,
,"47227 VILLAVELLID",           1,
,"47228 VILLAVERDE DE MEDINA",           1,
,"47230 WAMBA",           2,
,"47231 ZARATAN",          42,
,"47232 ZARZA (LA)",           9,
,"49003 ALCAÑICES",           4,
,"49007 ALMARAZ DE DUERO",           3,
,"49008 ALMEIDA DE SAYAGO",           1,
,"49014 ARQUILLINOS",           1,
,"49015 ARRABALDE",           3,
,"49016 ASPARIEGOS",           2,
,"49018 AYOO DE VIDRIALES",           1,
,"49020 BELVER DE LOS MONTES",           3,
,"49021 BENAVENTE",         208,
,"49023 BERMILLO DE SAYAGO",           4,
,"49024 BOVEDA DE TORO (LA)",           6,
,"49026 BRETOCINO",           1,
,"49029 BURGANES DE VALVERDE",           2,
,"49033 CAMARZANA DE TERA",          13,
,"49034 CAÑIZAL",           1,
,"49041 CASTROGONZALO",          53,
,"49042 CASTRONUEVO",           5,
,"49046 CERECINOS DE CAMPOS",          16,
,"49050 COBREROS",          10,
,"49052 COOMONTE",           4,
,"49053 CORESES",          33,
,"49054 CORRALES DEL VINO",          10,
,"49058 CUBO DE TIERRA DEL VINO (EL)",           2,
,"49065 FERMOSELLE",           3,
,"49066 FERRERAS DE ABAJO",           1,
,"49067 FERRERAS DE ARRIBA",           1,
,"49068 FERRERUELA",           2,
,"49071 FONFRIA",           1,
,"49075 FRESNO DE LA POLVOROSA",           2,
,"49076 FRESNO DE LA RIBERA",           9,
,"49079 FUENTE ENCALADA",           1,
,"49080 FUENTELAPEÑA",           1,
,"49081 FUENTESAUCO",          10,
,"49082 FUENTES DE ROPEL",           3,
,"49084 FUENTESPREADAS",           7,
,"49085 GALENDE",           4,
,"49091 GRANJA DE MORERUELA",           1,
,"49092 GRANUCILLO",           1,
,"49093 GUARRATE",           1,
,"49095 HINIESTA (LA)",           3,
,"49097 JUSTEL",           1,
,"49100 LUBIAN",           5,
,"49102 MADERAL (EL)",           3,
,"49104 MAHIDE",           2,
,"49105 MAIRE DE CASTROPONCE",           1,
,"49108 MANGANESES DE LA LAMPREANA",           2,
,"49109 MANGANESES DE LA POLVOROSA",           3,
,"49116 MELGAR DE TERA",           3,
,"49117 MICERECES DE TERA",           1,
,"49122 MONFARRACINOS",           7,
,"49123 MONTAMARTA",           2,
,"49125 MORALEJA DEL VINO",           3,
,"49127 MORALES DEL VINO",           2,
,"49128 MORALES DE REY",           1,
,"49129 MORALES DE TORO",           9,
,"49130 MORALES DE VALVERDE",           2,
,"49133 MORERUELA DE TABARA",           2,
,"49135 MUELAS DEL PAN",           3,
,"49137 NAVIANOS DE VALVERDE",           4,
,"49143 PALACIOS DE SANABRIA",           1,
,"49146 PEGO (EL)",           1,
,"49148 PELEAS DE ABAJO",           1,
,"49150 PEQUE",           1,
,"49151 PERDIGON (EL)",           1,
,"49156 PINILLA DE TORO",           1,
,"49158 PIÑERO (EL)",           2,
,"49159 POBLADURA DEL VALLE",           5,
,"49166 PUEBLA DE SANABRIA",           7,
,"49167 PUEBLICA DE VALVERDE",           2,
,"49171 QUIRUELAS DE VIDRIALES",           2,
,"49172 RABANALES",           3,
,"49174 REQUEJO",           1,
,"49176 RIOFRIO DE ALISTE",           4,
,"49178 ROALES",           5,
,"49181 ROSINOS DE LA REQUEJADA",           3,
,"49186 SAN CEBRIAN DE CASTRO",           1,
,"49187 SAN CRISTOBAL DE ENTREVIÑAS",          13,
,"49191 SAN MIGUEL DE LA RIBERA",           1,
,"49193 SAN PEDRO DE CEQUE",           1,
,"49200 SANTA CRISTINA DE LA POLVOROSA",           8,
,"49201 SANTA CROYA DE TERA",           2,
,"49203 SANTA MARIA DE LA VEGA",           4,
,"49205 SANTIBAÑEZ DE TERA",           3,
,"49206 SANTIBAÑEZ DE VIDRIALES",           2,
,"49209 SAN VITERO",           1,
,"49210 SANZOLES",           2,
,"49219 TORO",         100,
,"49222 TORRES DEL CARRIZAL",           1,
,"49223 TRABAZOS",           5,
,"49227 VALCABADO",           2,
,"49231 VEGA DE TERA",           1,
,"49234 VENIALBO",           2,
,"49235 VEZDEMARBAN",           5,
,"49239 VILLABUENA DEL PUENTE",          21,
,"49242 VILLAFAFILA",           2,
,"49245 VILLALAZAN",           8,
,"49250 VILLALPANDO",           8,
,"49255 VILLAMOR DE LOS ESCUDEROS",           4,
,"49256 VILLANAZAR",           1,
,"49257 VILLANUEVA DE AZOAGUE",           9,
,"49260 VILLANUEVA DEL CAMPO",           2,
,"49261 VILLARALBO",          12,
,"49262 VILLARDECIERVOS",           1,
,"49267 VILLARDONDIEGO",           2,
,"49270 VILLAVENDIMIO",           2,
,"49275 ZAMORA",         202,
,"TOTAL",       13479,
"2003","05001 ADANERO",           1,
,"05007 ALDEANUEVA DE SANTA CRUZ",           5,
,"05008 ALDEASECA",           1,
,"05012 AMAVIDA",           1,
,"05013 ARENAL (EL)",           3,
,"05014 ARENAS DE SAN PEDRO",          18,
,"05016 AREVALO",         108,
,"05017 AVEINTE",           4,
,"05019 AVILA",         166,
,"05021 BARCO DE AVILA (EL)",           8,
,"05022 BARRACO (EL)",           6,
,"05023 BARROMAN",           5,
,"05024 BECEDAS",           1,
,"05026 BERCIAL DE ZAPARDIEL",           4,
,"05027 BERLANAS (LAS)",           6,
,"05038 BONILLA DE LA SIERRA",           3,
,"05041 BURGOHONDO",           1,
,"05042 CABEZAS DE ALAMBRE",           7,
,"05044 CABEZAS DEL VILLAR",           3,
,"05046 CANALES",           1,
,"05047 CANDELEDA",          10,
,"05049 CARDEÑOSA",           4,
,"05054 CASAVIEJA",           3,
,"05056 CASTELLANOS DE ZAPARDIEL",           5,
,"05057 CEBREROS",          13,
,"05059 CILLAN",           2,
,"05060 CISLA",           2,
,"05061 COLILLA (LA)",           2,
,"05065 CRESPOS",           9,
,"05066 CUEVAS DEL VALLE",           7,
,"05072 ESPINOSA DE LOS CABALLEROS",           1,
,"05074 FONTIVEROS",          19,
,"05076 FRESNO (EL)",           2,
,"05077 FUENTE EL SAUZ",           2,
,"05078 FUENTES DE AÑO",           1,
,"05085 GIL GARCIA",           1,
,"05086 GIMIALCON",           2,
,"05087 GOTARRENDURA",           1,
,"05089 GUISANDO",           1,
,"05092 HERNANSANCHO",           7,
,"05095 HIGUERA DE LAS DUEÑAS",           1,
,"05099 HORCAJO DE LAS TORRES",           1,
,"05100 HORNILLO (EL)",           4,
,"05101 HOYOCASERO",           3,
,"05102 HOYO DE PINARES (EL)",           3,
,"05109 LANGA",           3,
,"05110 LANZAHITA",           3,
,"05114 MADRIGAL DE LAS ALTAS TORRES",           5,
,"05115 MAELLO",           5,
,"05117 MAMBLAS",           1,
,"05128 MINGORRIA",           1,
,"05132 MOMBELTRAN",           4,
,"05134 MORALEJA DE MATACABRAS",           3,
,"05135 MUÑANA",           5,
,"05139 MUÑOGRANDE",           1,
,"05140 MUÑOMER DEL PECO",           2,
,"05144 NARRILLOS DEL ALAMO",           1,
,"05149 NARROS DE SALDUEÑA",           5,
,"05151 NAVACEPEDILLA DE CORNEJA",           1,
,"05152 NAVA DE AREVALO",          10,
,"05158 NAVALMORAL",          14,
,"05160 NAVALOSA",           1,
,"05163 NAVALUENGA",           8,
,"05165 NAVARREDONDA DE GREDOS",           6,
,"05168 NAVAS DEL MARQUES (LAS)",          52,
,"05169 NAVATALGORDO",           3,
,"05176 PADIERNOS",           1,
,"05179 PAPATRIGO",           4,
,"05182 PEDRO BERNARDO",           1,
,"05183 PEDRO-RODRIGUEZ",           4,
,"05185 PEÑALBA DE AVILA",           1,
,"05187 PIEDRALAVES",           2,
,"05193 RASUEROS",           1,
,"05194 RIOCABADO",           2,
,"05195 RIOFRIO",           1,
,"05196 RIVILLA DE BARAJAS",           2,
,"05198 SALVADIOS",           2,
,"05204 SANCHIDRIAN",           6,
,"05212 SAN JUAN DEL MOLINILLO",           3,
,"05215 SAN MARTIN DE LA VEGA DEL ALBERCHE",           1,
,"05216 SAN MARTIN DEL PIMPOLLAR",           1,
,"05221 SANTA CRUZ DEL VALLE",           2,
,"05222 SANTA CRUZ DE PINARES",           1,
,"05231 SAN VICENTE DE AREVALO",           6,
,"05235 SINLABAJOS",           4,
,"05238 SOLOSANCHO",           7,
,"05239 SOTALBO",           1,
,"05240 SOTILLO DE LA ADRADA",           5,
,"05241 TIEMBLO (EL)",          18,
,"05242 TIÑOSILLOS",          11,
,"05245 TORNADIZOS DE AVILA",          16,
,"05254 VELAYOS",           8,
,"05256 VILLAFLOR",           1,
,"05257 VILLAFRANCA DE LA SIERRA",           2,
,"05258 VILLANUEVA DE GOMEZ",           1,
,"05259 VILLANUEVA DEL ACERAL",           3,
,"05902 SANTA MARIA DEL CUBILLO",          22,
,"09003 ADRADA DE HAZA",           1,
,"09009 ALBILLOS",           3,
,"09010 ALCOCERO DE MOLA",           1,
,"09014 ALTOS (LOS)",           4,
,"09016 AMEYUGO",           1,
,"09018 ARANDA DE DUERO",         548,
,"09019 ARANDILLA",           8,
,"09020 ARAUZO DE MIEL",           2,
,"09022 ARAUZO DE TORRE",           1,
,"09025 ARIJA",           3,
,"09026 ARLANZON",           2,
,"09029 ATAPUERCA",           3,
,"09032 AVELLANOSA DE MUÑO",           2,
,"09034 BALBASES (LOS)",           5,
,"09038 BARBADILLO DEL MERCADO",           3,
,"09045 BASCONCILLOS DEL TOZO",           4,
,"09048 BELORADO",          15,
,"09050 BERBERANA",           1,
,"09055 BRAZACORTA",           1,
,"09056 BRIVIESCA",          63,
,"09057 BUGEDO",           1,
,"09058 BUNIEL",           1,
,"09059 BURGOS",         897,
,"09060 BUSTO DE BUREBA",           1,
,"09061 CABAÑES DE ESGUEVA",          10,
,"09063 CAVIA",           5,
,"09064 CALERUEGA",           2,
,"09065 CAMPILLO DE ARANDA",           1,
,"09067 CANICOSA DE LA SIERRA",          17,
,"09070 CARAZO",           1,
,"09073 CARDEÑADIJO",           2,
,"09074 CARDEÑAJIMENO",           4,
,"09075 CARDEÑUELA RIOPICO",           2,
,"09077 CASCAJARES DE BUREBA",           1,
,"09078 CASCAJARES DE LA SIERRA",           3,
,"09079 CASTELLANOS DE CASTRO",           1,
,"09082 CASTILDELGADO",           1,
,"09085 CASTRILLO DE LA VEGA",          10,
,"09086 CASTRILLO DEL VAL",           3,
,"09091 CASTROJERIZ",          17,
,"09093 CAYUELA",           1,
,"09095 CELADA DEL CAMINO",           2,
,"09098 CEREZO DE RIO TIRON",          27,
,"09101 CIADONCHA",           5,
,"09103 CILLERUELO DE ABAJO",           1,
,"09105 CIRUELOS DE CERVERA",           1,
,"09108 COGOLLOS",           1,
,"09109 CONDADO DE TREVIÑO",           5,
,"09114 CUBILLO DEL CAMPO",          14,
,"09115 CUBO DE BUREBA",           1,
,"09119 CUEVAS DE SAN CLEMENTE",           1,
,"09124 ESPINOSA DE LOS MONTEROS",          14,
,"09125 ESTEPAR",           1,
,"09127 FONTIOSO",           5,
,"09128 FRANDOVINEZ",           2,
,"09131 FRESNILLO DE LAS DUEÑAS",          13,
,"09132 FRESNO DE RIO TIRON",           1,
,"09134 FRIAS",           2,
,"09135 FUENTEBUREBA",           1,
,"09136 FUENTECEN",           8,
,"09140 FUENTENEBRO",           4,
,"09141 FUENTESPINA",          24,
,"09144 GALLEGA (LA)",           2,
,"09148 GRIJALBA",           1,
,"09151 GUMIEL DE IZAN",           5,
,"09162 HONTORIA DE LA CANTERA",           1,
,"09163 HONTORIA DEL PINAR",           5,
,"09174 HUERTA DE REY",           8,
,"09175 HUMADA",           4,
,"09176 HURONES",           1,
,"09177 IBEAS DE JUARROS",           2,
,"09179 IGLESIARRUBIA",           1,
,"09180 IGLESIAS",           3,
,"09181 ISAR",           1,
,"09194 LERMA",          29,
,"09197 MADRIGALEJO DEL MONTE",          10,
,"09198 MAHAMUD",           3,
,"09199 MAMBRILLA DE CASTREJON",           1,
,"09209 MEDINA DE POMAR",          17,
,"09211 MELGAR DE FERNAMENTAL",          33,
,"09213 MERINDAD DE CUESTA-URRIA",           8,
,"09214 MERINDAD DE MONTIJA",           7,
,"09216 MERINDAD DE VALDEPORRES",           6,
,"09217 MERINDAD DE VALDIVIELSO",           2,
,"09218 MILAGROS",          37,
,"09219 MIRANDA DE EBRO",         182,
,"09221 MODUBAR DE LA EMPAREDADA",           1,
,"09224 MONASTERIO DE RODILLA",           3,
,"09226 MONTERRUBIO DE LA DEMANDA",           1,
,"09227 MONTORIO",           9,
,"09228 MORADILLO DE ROA",           4,
,"09229 NAVA DE ROA",           4,
,"09231 NEBREDA",           3,
,"09235 OLMEDILLO DE ROA",           5,
,"09236 OLMILLOS DE MUÑO",           3,
,"09238 OÑA",           1,
,"09242 PADILLA DE ABAJO",           6,
,"09246 PALACIOS DE LA SIERRA",          17,
,"09247 PALACIOS DE RIOPISUERGA",           1,
,"09251 PANCORBO",           3,
,"09256 PEDROSA DE DUERO",           1,
,"09257 PEDROSA DEL PARAMO",           1,
,"09259 PEDROSA DE RIO URBEL",           1,
,"09261 PEÑARANDA DE DUERO",           1,
,"09262 PERAL DE ARLANZA",           3,
,"09265 PIERNIGAS",           1,
,"09268 PINILLA DE LOS BARRUECOS",           1,
,"09275 PRESENCIO",           1,
,"09276 PUEBLA DE ARGANZON (LA)",           1,
,"09279 QUEMADA",           1,
,"09280 QUINTANABUREBA",           1,
,"09281 QUINTANA DEL PIDIO",           1,
,"09288 QUINTANAPALLA",           1,
,"09289 QUINTANAR DE LA SIERRA",          46,
,"09292 QUINTANAVIDES",           1,
,"09295 QUINTANILLA DEL COCO",           1,
,"09297 QUINTANILLAS (LAS)",          12,
,"09298 QUINTANILLA SAN GARCIA",           4,
,"09301 QUINTANILLA VIVAR",           3,
,"09304 RABE DE LAS CALZADAS",           1,
,"09306 REBOLLEDO DE LA TORRE",           1,
,"09307 REDECILLA DEL CAMINO",           1,
,"09309 REGUMIEL DE LA SIERRA",          45,
,"09315 REVILLARRUZ",           4,
,"09317 REZMONDO",           1,
,"09321 ROA",          15,
,"09325 ROYUELA DE RIO FRANCO",          12,
,"09326 RUBENA",          13,
,"09329 SALAS DE BUREBA",           1,
,"09330 SALAS DE LOS INFANTES",          37,
,"09334 SALINILLAS DE BUREBA",           3,
,"09338 SAN MAMES DE BURGOS",           1,
,"09345 SANTA CRUZ DE LA SALCEDA",           1,
,"09346 SANTA CRUZ DEL VALLE URBION",           1,
,"09350 SANTA MARIA DEL CAMPO",           8,
,"09352 SANTA MARIA DEL MERCADILLO",           1,
,"09353 SANTA MARIA RIVARREDONDA",           1,
,"09354 SANTA OLALLA DE BUREBA",           1,
,"09355 SANTIBAÑEZ DE ESGUEVA",           1,
,"09361 SARGENTES DE LA LORA",           2,
,"09363 SASAMON",          17,
,"09366 SOLARANA",           1,
,"09373 SOTRESGUDO",           5,
,"09375 TAMARON",           1,
,"09377 TARDAJOS",           4,
,"09384 TORDOMAR",           8,
,"09386 TORRECILLA DEL MONTE",           1,
,"09387 TORREGALINDO",           3,
,"09390 TORRESANDINO",           5,
,"09391 TORTOLES DE ESGUEVA",          13,
,"09394 TRESPADERNE",           8,
,"09396 TUBILLA DEL LAGO",           2,
,"09398 URBEL DEL CASTILLO",           1,
,"09400 VADOCONDES",           3,
,"09410 VALLE DE MENA",          17,
,"09412 VALLE DE TOBALINA",          12,
,"09413 VALLE DE VALDEBEZANA",          11,
,"09419 VALLUERCANES",           2,
,"09421 VID Y BARRIOS (LA)",           5,
,"09424 VILORIA DE RIOJA",           1,
,"09425 VILVIESTRE DEL PINAR",          41,
,"09427 VILLADIEGO",          21,
,"09428 VILLAESCUSA DE ROA",           2,
,"09432 VILLAFRUELA",           3,
,"09433 VILLAGALIJO",           1,
,"09434 VILLAGONZALO PEDERNALES",          61,
,"09437 VILLAHOZ",           1,
,"09438 VILLALBA DE DUERO",          13,
,"09439 VILLALBILLA DE BURGOS",          10,
,"09441 VILLALDEMIRO",           6,
,"09442 VILLALMANZO",           4,
,"09445 VILLAMBISTIA",           3,
,"09448 VILLANGOMEZ",           1,
,"09449 VILLANUEVA DE ARGAÑO",           9,
,"09456 VILLAQUIRAN DE LOS INFANTES",           8,
,"09458 VILLARIEZO",           3,
,"09460 VILLASANDINO",           3,
,"09463 VILLASUR DE HERREROS",           1,
,"09467 VILLAVERDE-MOGINA",           3,
,"09471 VILLAYERNO MORQUILLAS",           1,
,"09901 QUINTANILLA DEL AGUA Y TORDUELES",           7,
,"09902 VALLE DE SANTIBAÑEZ",           3,
,"09903 VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA",          29,
,"09904 VALLE DE LAS NAVAS",           2,
,"09905 VALLE DE SEDANO",           1,
,"09906 MERINDAD DE RIO UBIERNA",          15,
,"09907 ALFOZ DE QUINTANADUEÑAS",           5,
,"09908 VALLE DE LOSA",           4,
,"24002 ALGADEFE",           2,
,"24004 ALMANZA",           1,
,"24006 ARDON",           4,
,"24007 ARGANZA",           2,
,"24008 ASTORGA",          79,
,"24010 BAÑEZA (LA)",         161,
,"24011 BARJAS",           1,
,"24014 BEMBIBRE",          44,
,"24015 BENAVIDES",          19,
,"24017 BERCIANOS DEL PARAMO",          24,
,"24018 BERCIANOS DEL REAL CAMINO",           2,
,"24019 BERLANGA DEL BIERZO",           2,
,"24020 BOCA DE HUERGANO",           3,
,"24021 BOÑAR",          11,
,"24022 BORRENES",           2,
,"24023 BRAZUELO",           3,
,"24024 BURGO RANERO (EL)",           4,
,"24025 BURON",           2,
,"24026 BUSTILLO DEL PARAMO",           9,
,"24027 CABAÑAS RARAS",          16,
,"24028 CABREROS DEL RIO",           3,
,"24029 CABRILLANES",           2,
,"24030 CACABELOS",           5,
,"24033 CAMPO DE VILLAVIDEL",           6,
,"24034 CAMPONARAYA",          17,
,"24037 CARMENES",           1,
,"24038 CARRACEDELO",           5,
,"24039 CARRIZO",          25,
,"24040 CARROCERA",           9,
,"24041 CARUCEDO",          27,
,"24042 CASTILFALE",           1,
,"24049 CASTROPODAME",           5,
,"24050 CASTROTIERRA DE VALMADRIGAL",           1,
,"24052 CEBANICO",           1,
,"24053 CEBRONES DEL RIO",          16,
,"24054 CIMANES DE LA VEGA",           7,
,"24055 CIMANES DEL TEJAR",           6,
,"24056 CISTIERNA",          22,
,"24057 CONGOSTO",           8,
,"24060 CREMENES",           3,
,"24061 CUADROS",          17,
,"24062 CUBILLAS DE LOS OTEROS",           2,
,"24063 CUBILLAS DE RUEDA",           2,
,"24064 CUBILLOS DEL SIL",          40,
,"24065 CHOZAS DE ABAJO",           6,
